Rating (Stars),Number of Reviews,Free Delivery,Storage,New Bought Last Month,New Dashed MRP,New Discount (%),RAM,Brand_apple,Brand_oneplus,Brand_oppo,Brand_realme,Brand_samsung,Brand_vivo,Brand_xiaomi,Color_Black,Color_Black Titanium,Color_Blue,Color_Blue Titanium,Color_Gold,Color_Gray,Color_Green,Color_Midnight,Color_Natural Titanium,Color_Pink,Color_Purple,Color_Red,Color_Silver,Color_Starlight,Color_White,Color_Yellow
0.777778,0.08319439823541236,-1,-0.6310130210636709,-0.49271377581378994,-0.7010196454785262,-0.015385,-1.4368992681215225,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.833333,0.5978292191464724,-1,-1.2296664000215125,-0.49271377581378994,-0.36662499029660056,0.261538,-0.6521719925422409,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.388889,-0.3034153028111965,-1,-1.2296664000215125,-0.49271377581378994,-0.901355483398018,0.292308,-1.8292629059111634,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.833333,-0.2412013077812812,1,0.5662937368520125,-0.49271377581378994,1.0043930959492948,0.107692,1.702009834195604,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.055556,-0.30374231461161655,1,-0.6310130210636709,-0.49271377581378994,-0.7007186902888625,0.538462,-0.6521719925422409,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.777778,-0.28240479463420803,1,-0.6310130210636709,-0.49271377581378994,-0.6004002937342848,-0.015385,0.13255528303704076,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.777778,1.5228638495847002,1,-0.6310130210636709,-0.49271377581378994,-0.7344591109967188,0.046154,-1.4368992681215225,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.333333,-0.3040693264120366,1,-1.2296664000215125,-0.49271377581378994,-0.901355483398018,0.353846,-1.8292629059111634,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.277778,-0.29589403140153525,1,0.5662937368520125,-0.49271377581378994,-0.3663240351069368,-0.046154,0.13255528303704076,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.777778,-0.1321428723411932,1,-0.6310130210636709,-0.49271377581378994,-0.33318552477840796,-0.446154,0.13255528303704076,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.722222,-0.26580894576289027,1,-0.6310130210636709,-0.49271377581378994,-0.7007186902888625,-0.261538,-0.6521719925422409,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
